"RecordIDS","AverageConsistency","Year Founded-Consistency","Year Founded-Values","Revenue-Consistency","Revenue-Values","Assets-Consistency","Assets-Values","Profit-Consistency","Profit-Values","Company name-Consistency","Company name-Values","Industry-Consistency","Industry-Values","Net Zero Committed Year-Consistency","Net Zero Committed Year-Values","Country-Consistency","Country-Values"
"DBPedia_1932+DBPedia_3922+DBPedia_4881+DBPedia_4944+DBPedia_7036+DBPedia_7879+DBPedia_8925+DBPedia_8931+DBPedia_8932+DBPedia_9023+DBPedia_9681+Forbes_1163+Forbes_1176+Forbes_1954+Forbes_410+Forbes_453+Forbes_620+SBTI_2425+SBTI_2428","0.07108680792891318","0.0","{1837|1978|1948|1660|1997|1980|1936|1874|1920|1969|2002|1864|1876|1874}","0.0","{5560000|8441068031|703000000|1320000000|27723392000|1164|219907584|18857545216|5540000000|155100000|17715717376|7720000000|5130000000|12480000000|25930000000|23720000000|22130000000}","0.0","{13.013078272|1.285E-6|18.28334208|3.08|4.1E-8|20.52|16.03|16.22|56.66|37.8|39.31}","0.0","{2297752320|16100000|78000000|1530895104|372600000|1055368448|560000000|950000000|390000000|1970000000|1930000000|2080000000}","0.10526315789473684","{Healthians|Hermès|Helibras|Hexcel|Heraeus|Heladiv|Hesburger|Henkel|Herbalife|Hestra|HeidelbergCement|Hess|Hexagon|Hera|Heineken|Henkel|HeidelbergCement|Hera|HERIGE}","0.21052631578947367","{[]|[, Luxury goods, ]|[, Aerospace, , Arms industry, ]|[]|[, Technology, ]|[, Drink industry, ]|[, Restaurants, ]|[, FMCG, ]|[, Multi-level marketing, ]|[, Clothing, ]|[, Building material, ]|[, Oil & Gas Operations, ]|[, Conglomerates, ]|[, Utilities, ]|[, Food, Drink & Tobacco, ]|[, Household & Personal Products, ]|[, Construction, ]|[]|[]}",,,"0.18181818181818182","{India|U.S.|Sri Lanka|United States|Sweden|Italy|Netherlands|Germany|Germany|Italy|France}"
"DBPedia_9122+Forbes_757+SBTI_4024","0.14285714285714285","0.0","{1986|1986}","0.0","{13171000000|14270000000}","0.0","{27.647|26.15}","0.0","{945000000|1290000000}","1.0","{Omnicom Group|Omnicom Group|Omnicom Group}","0.0","{[, Advertising agency, , Public relations, ]|[, Media, ]|[]}",,,"0.0","{United States|United States of America (USA)}"
"Forbes_1601+SBTI_6150","0.7142857142857143","1.0","{2002}","1.0","{4720000000}","1.0","{9.85}","1.0","{740000000}","0.0","{ZTO Express (Cayman)|ZTO Express (Cayman) Inc.}","0.0","{[, Transportation, ]|[]}",,,"1.0","{China|China}"
"DBPedia_6571+Forbes_684+SBTI_5455","0.42857142857142855","0.0","{2008|2008}","1.0","{6350000000|6350000000}","1.0","{22.15|22.15}","0.0","{5690000000|5720000000}","1.0","{Thomson Reuters|Thomson Reuters|Thomson Reuters}","0.0","{[, Mass media, ]|[, Business Services & Supplies, ]|[]}",,,"0.0","{United States|Canada}"
"DBPedia_3520+Forbes_1021+SBTI_2185","0.2857142857142857","0.0","{1989|1989}","0.0","{1510900000|1270000000}","0.0","{16.1382|13.93}","0.0","{1060200000|2460000000}","1.0","{Goodman Group|Goodman Group|Goodman Group}","0.0","{[, Commercial property, ]|[, Construction, ]|[]}",,,"1.0","{Australia|Australia}"
"DBPedia_861+Forbes_314+SBTI_5188","0.2857142857142857","0.0","{1863|1863}","0.0","{49314000000|46000000000}","0.0","{238.567|175.08}","0.0","{727000000|1430000000}","1.0","{Swiss Re|Swiss Re|Swiss Re}","0.0","{[, Financial services, ]|[, Insurance, ]|[]}",,,"1.0","{Switzerland|Switzerland}"
"DBPedia_10191+DBPedia_10192+DBPedia_10201+DBPedia_2477+DBPedia_399+DBPedia_4119+DBPedia_6172+DBPedia_6683+DBPedia_8622+Forbes_1016+Forbes_1147+Forbes_1205+Forbes_1796+Forbes_423+SBTI_3194+SBTI_3206","0.5714285714285714","0.0","{2001|1909|2011|1860}","0.0","{575000000|28|307|8270000000}","1.0","{15.95}","1.0","{1070000000}","0.4","{LegalZoom|Leclanché|LeoVegas|Legrand|Legrand}","0.6","{[]|[]|[, Online gambling, ]|[, Capital Goods, ]|[]}",,,"1.0","{France|France}"
"DBPedia_2881+DBPedia_5988+DBPedia_7052+Forbes_1212+Forbes_1743+SBTI_1805","0.19047619047619047","0.0","{1996|1912|1980|2015}","0.0","{5372000000|4604902400|1155|5940000000|1760000000}","0.0","{10.071|10.39|14.4}","0.0","{802000000|990000000|660000000}","0.5","{Experian|Exyte|Extendicare|Experian|EXOR|Experian}","0.3333333333333333","{[]|[, Building services engineering, ]|[, Retirement home, ]|[, Business Services & Supplies, ]|[, Diversified Financials, ]|[]}",,,"0.5","{Germany|Ireland|Netherlands|Ireland}"
"DBPedia_10024+DBPedia_10026+DBPedia_1188+DBPedia_1274+DBPedia_1293+DBPedia_2185+DBPedia_2383+DBPedia_3331+DBPedia_3335+DBPedia_4465+DBPedia_4516+DBPedia_5430+DBPedia_5473+DBPedia_7333+DBPedia_7380+DBPedia_7481+DBPedia_7499+DBPedia_7509+DBPedia_757+DBPedia_8275+DBPedia_8330+DBPedia_8388+DBPedia_8464+DBPedia_9175+DBPedia_9273+Forbes_1027+Forbes_1407+Forbes_1909+Forbes_65+Forbes_86+SBTI_4183+SBTI_4188+SBTI_4191+SBTI_4196+SBTI_4199","0.09523809523809523","0.0","{1991|1947}","0.0","{21500000000|5070000000}","0.0","{43.1|15.0}","0.0","{2100000000|930000000}","0.6666666666666666","{Petrom|PerkinElmer|PerkinElmer}","0.0","{[, Oil and gas industry, ]|[, Health Care Equipment & Services, ]|[]}",,,"0.0","{United States|United States of America (USA)}"
"Forbes_1214+SBTI_1719","0.8571428571428571","1.0","{2011}","1.0","{1800000000}","1.0","{4.43}","1.0","{1070000000}","1.0","{EQT AB|EQT AB}","0.0","{[, Diversified Financials, ]|[]}",,,"1.0","{Sweden|Sweden}"
"DBPedia_7488+Forbes_890+SBTI_5713","0.7619047619047619","1.0","{1995}","0.0","{8504000000|10050000000}","1.0","{13.89}","1.0","{1050000000}","0.6666666666666666","{Universal Music Group|Universal Music Group|Universal Music Group N.V.}","0.6666666666666666","{[]|[, Business Services & Supplies, ]|[]}",,,"1.0","{Netherlands|Netherlands}"
"DBPedia_1590+Forbes_1454+SBTI_109","0.19047619047619047","0.0","{1932|1932}","0.0","{10110000000|11000000000}","0.0","{11.84|12.19}","0.0","{493020000|620000000}","0.6666666666666666","{Advance Auto Parts|Advance Auto Parts|Advance Auto Parts, Inc}","0.6666666666666666","{[]|[, Retailing, ]|[]}",,,"0.0","{United States|United States of America (USA)}"
"DBPedia_4752+Forbes_1546+SBTI_5957","0.23809523809523808","0.0","{2004|2004}","0.0","{247|1200000000}","0.0","{1.8E-7|6.3}","0.0","{105|760000000}","0.6666666666666666","{Wheaton Precious Metals|Wheaton Precious Metals|Wheaton Precious Metals Corp.}","0.0","{[, Mining, , Silver streaming, ]|[, Materials, ]|[]}",,,"1.0","{Canada|Canada}"
"DBPedia_5999+Forbes_495+SBTI_1783","0.38095238095238093","0.0","{1968|0}","0.0","{4266000000|17520000000}","1.0","{22.08}","1.0","{8560000000}","0.0","{Evergreen Marine Corporation|Evergreen Marine Corp. (Taiwan)|Evergreen Marine Corp.}","0.6666666666666666","{[]|[, Transportation, ]|[]}",,,"0.0","{Taiwan|Taiwan, Province of China}"
"DBPedia_226+DBPedia_2317+DBPedia_2444+DBPedia_2465+DBPedia_2500+DBPedia_2625+DBPedia_347+DBPedia_3513+DBPedia_3552+DBPedia_3603+DBPedia_423+DBPedia_4620+DBPedia_4697+DBPedia_5556+DBPedia_5651+DBPedia_5672+DBPedia_6464+DBPedia_8530+DBPedia_8637+DBPedia_9383+Forbes_110+Forbes_111+Forbes_144+Forbes_171+Forbes_605+SBTI_1699+SBTI_1703","0.16017316017316016","0.0","{1953|1996|1909|1913|2000|2010|1996|1999|1998|2008}","0.0","{71963347200|312200000|8000000|10113000000|50600000|1201000000|37400000|2580000000|50390000|68400000000}","0.0","{129.46354176|58.239|256.25}","0.0","{5450700800|13700000|1406000000|185200000|6680000|4330000000}","0.18181818181818182","{Eni|EnServe|Eneslow|Entergy|Envivio|EnQuest|Entanet|EnerSys|Enzymotec|ENGIE|ENGIE}","0.2727272727272727","{[, Oil and gas industry, ]|[]|[]|[, Energy industry, ]|[, Video software, ]|[, Oil and gas industry, ]|[, Internet service provider, , Telecommunication, ]|[, Energy storage, ]|[, Food industry, ]|[, Oil & Gas Operations, ]|[]}",,,"0.6666666666666666","{Israel|France|France}"
"Forbes_732+SBTI_2643","0.7142857142857143","1.0","{1961}","1.0","{9440000000}","1.0","{334.87}","1.0","{2110000000}","0.0","{Industrial Bank of Korea|Industrial Bank of Korea (IBK)}","0.0","{[, Banking, ]|[]}",,,"1.0","{South Korea|South Korea}"
"DBPedia_4396+Forbes_593","0.13333333333333333","0.0","{1971|1978|1905|1935|1971|1977|1998|1918|2019|1918}",,,"0.2","{9.64|5.758|29.3|75.8|10.28|9.14|75.8|64.06|58.62|22.4}","0.2","{1390000000|6000000|1850000000|4170000000|1360000000|80000000|4170000000|2100000000|4540000000|1820000000}",,,,,,,,
"Forbes_574+SBTI_415","0.8571428571428571","1.0","{1949}","1.0","{20350000000}","1.0","{39.49}","1.0","{1400000000}","1.0","{Asahi Group Holdings|Asahi Group Holdings}","0.0","{[, Food, Drink & Tobacco, ]|[]}",,,"1.0","{Japan|Japan}"
"DBPedia_245+Forbes_1712+SBTI_356","0.14285714285714285","0.0","{1959|1936}","0.0","{14|13300000000}","0.0","{1.0E-8|14.47}","0.0","{287|30000000}","1.0","{Aramark|Aramark|Aramark}","0.0","{[, Facility management, ]|[, Hotels, Restaurants & Leisure, ]|[]}",,,"0.0","{United States|United States of America (USA)}"
"Forbes_130+SBTI_2719","0.8571428571428571","1.0","{2007}","1.0","{47840000000}","1.0","{1215.67}","1.0","{4950000000}","1.0","{Intesa Sanpaolo|Intesa Sanpaolo}","0.0","{[, Banking, ]|[]}",,,"1.0","{Italy|Italy}"
"Forbes_530+SBTI_4054","0.8571428571428571","1.0","{1988}","1.0","{50260000000}","1.0","{126.6}","1.0","{280000000}","1.0","{Orange|ORANGE}","0.0","{[, Telecommunications Services, ]|[]}",,,"1.0","{France|France}"
"Forbes_1425+SBTI_2948","0.7142857142857143","1.0","{1919}","1.0","{6490000000}","1.0","{11.72}","1.0","{4270000000}","0.0","{Kawasaki Kisen Kaisha|Kawasaki Kisen Kaisha, Ltd.}","0.0","{[, Transportation, ]|[]}",,,"1.0","{Japan|Japan}"
"DBPedia_3587+Forbes_584+SBTI_3222","0.38095238095238093","0.0","{2005|2005}","0.0","{11980000000|10540000000}","0.0","{59.09|46.92}","1.0","{13430000000}","1.0","{Liberty Global|Liberty Global|Liberty Global}","0.6666666666666666","{[]|[, Media, ]|[]}",,,"0.0","{United Kingdom|United Kingdom (UK)}"
"DBPedia_10433+Forbes_372+SBTI_1953","0.23809523809523808","0.0","{2003|2003}","0.0","{17620000000|20940000000}","0.0","{48.05|25.18}","0.0","{6500000000|8890000000}","0.6666666666666666","{Fortescue Metals Group|Fortescue Metals Group|Fortescue Metals Group Ltd}","0.0","{[, Metals, , Mining, ]|[, Materials, ]|[]}",,,"1.0","{Australia|Australia}"
"DBPedia_3955+DBPedia_4950+DBPedia_5065+Forbes_1336+SBTI_1759","0.42857142857142855","0.0","{1992|2001|1969}","0.0","{33174092|5698|5700000000|7410000000}","1.0","{18.33}","0.0","{15694259|115592448|1860000000}","0.6","{EuropaCorp|Eurazeo|Eurofarma|Eurazeo|Eurazeo}","0.4","{[, Film industry, ]|[]|[, Biopharmaceutical, ]|[, Diversified Financials, ]|[]}",,,"1.0","{France|France}"
"DBPedia_480+Forbes_1853+SBTI_1257","0.42857142857142855","0.0","{1912|1912}","0.0","{8000000000|7270000000}","1.0","{11.87}","0.0","{362000000|880000000}","1.0","{CPFL Energia|CPFL Energia|CPFL Energia}","0.0","{[, Electricity, ]|[, Utilities, ]|[]}",,,"1.0","{Brazil|Brazil}"
"DBPedia_3183+Forbes_826+SBTI_5048","0.23809523809523808","0.0","{1991|0}","0.0","{18025|24420000000}","1.0","{210.82}","0.0","{353800000|390000000}","0.6666666666666666","{St. James's Place plc|St. James's Place|St. James's Place}","0.0","{[, Wealth management, ]|[, Insurance, ]|[]}",,,"0.0","{United Kingdom|United Kingdom (UK)}"
"Forbes_1615+SBTI_36","0.8571428571428571","1.0","{1995}","1.0","{380000000}","1.0","{6.94}","1.0","{1140000000}","1.0","{AB Sagax|AB Sagax}","0.0","{[, Construction, ]|[]}",,,"1.0","{Sweden|Sweden}"
"DBPedia_10+Forbes_1828+SBTI_763","0.0","0.0","{1914|1914}","0.0","{8360000000|8100000000}","0.0","{6.03|5.94}","0.0","{466580000|570000000}","0.0","{Booz Allen Hamilton|Booz Allen Hamilton Holding|Booz Allen Hamilton Holding Corporation}","0.0","{[, Information technology consulting, , Management consulting, ]|[, Business Services & Supplies, ]|[]}",,,"0.0","{United States|United States of America (USA)}"
"Forbes_1098+SBTI_1359","0.8571428571428571","1.0","{1981}","1.0","{5740000000}","1.0","{16.17}","1.0","{910000000}","1.0","{Dassault Systemes|Dassault Systemes}","0.0","{[, IT Software & Services, ]|[]}",,,"1.0","{France|France}"
"Forbes_1627+SBTI_1168","0.7142857142857143","1.0","{1975}","1.0","{3220000000}","1.0","{31.72}","1.0","{850000000}","0.0","{Commercial International Bank|Commercial International Bank Egypt (SAE) CIB}","0.0","{[, Banking, ]|[]}",,,"1.0","{Egypt|Egypt}"
"DBPedia_1043+DBPedia_10658+DBPedia_1348+DBPedia_5236+DBPedia_5239+DBPedia_7216+DBPedia_7318+DBPedia_7587+DBPedia_9113+Forbes_1033+Forbes_1408+Forbes_447+Forbes_838+SBTI_3717+SBTI_3749","0.12454212454212454","0.0","{2002|1943|1991|1915|1986|1991|2001|2004|1971|1915|1999}","0.0","{3100000|385308160|7671391488|22100000000|8570000000|21902419456|100000000|3635|5770000000|7010000000|6140000000}","0.0","{18.070012928|36.3|6.14|44.472079872|0.147|29.6|20.82|70.81|28.34}","0.0","{346222876|1278095360|10000000|1170000000|13970000000|1140000000}","0.23076923076923078","{Nanosolar|Natra|Naftogaz|Naspers|Navistar|Naturgy|Nanosonics|Nakilat|NASDAQ|Naspers|Naver|NA-KD|Naspers}","0.3076923076923077","{[, Solar Energy, ]|[]|[, Oil and gas industry, ]|[, E-commerce, , Fintech, ]|[, Automotive industry, ]|[, Natural gas utility, ]|[]|[, Shipping, ]|[, Diversified Financials, ]|[, Media, ]|[, IT Software & Services, ]|[]|[]}",,,"0.3333333333333333","{Australia|United States|South Africa|South Korea|Sweden|South Africa}"
"DBPedia_1822+DBPedia_4990+DBPedia_5910+DBPedia_7985+DBPedia_8866+Forbes_1446+Forbes_1571+Forbes_720+SBTI_1954","0.35873015873015873","0.0","{2016|1981|2001|2000|2000|2000|2015|2015}","0.25","{7300000000|126500000|22950000000|53100000|3340000000|3340000000|5250000000|13590000000}","0.4","{18.78|5.92|5.92|16.47|22.88}","0.3333333333333333","{738900000|580000000|607000000|610000000|610000000|1440000000}","0.3333333333333333","{Fortive|Foxtons|Fonterra|Foosackly's|Fortinet|Fortinet|Fortive|Fox|Fortinet}","0.4444444444444444","{[, Conglomerate (company), ]|[]|[, Manufacturing, , Retailer, ]|[]|[]|[, Technology Hardware & Equipment, ]|[, Technology Hardware & Equipment, ]|[, Media, ]|[]}",,,"0.75","{United States|United States|United States|United States of America (USA)}"
"DBPedia_10694+DBPedia_1736+DBPedia_2392+DBPedia_2748+DBPedia_6805+DBPedia_7718+Forbes_821+SBTI_5988","0.14795918367346936","0.0","{1961|1996|2006|1961|2010|1945}","0.0","{1270000000|300728320|137207296|439800000|341000000|4367|10070000000}","0.0","{2.06|3.0447E-5|13.69}","0.0","{-117000000|1951|1640000000}","0.25","{Wix.com|Winoa|Wielton|WildBrain|Wienerschnitzel|WindForce|Wipro|Wipro}","0.5","{[]|[]|[, Utility vehicle, ]|[]|[, Restaurant, ]|[, Renewable energy, , Utility industry, ]|[, IT Software & Services, ]|[]}",,,"0.2857142857142857","{Israel|France|Canada|U.S|Sri Lanka|India|India}"
"DBPedia_957+Forbes_1715+SBTI_4418","0.23809523809523808","0.0","{1964|1964}","0.0","{12456000000|9750000000}","0.0","{18.059|12.47}","0.0","{449000000|290000000}","0.6666666666666666","{Ramsay Health Care|Ramsay Health Care|Ramsay Health Care Limited}","0.0","{[, Healthcare industry, ]|[, Health Care Equipment & Services, ]|[]}",,,"1.0","{Australia|Australia}"
"Forbes_467+SBTI_1338","0.7142857142857143","1.0","{1947}","1.0","{38860000000}","1.0","{47.86}","1.0","{1890000000}","0.0","{Daiwa House Industry|Daiwa House Industry Co., Ltd.}","0.0","{[, Construction, ]|[]}",,,"1.0","{Japan|Japan}"
"DBPedia_4382+Forbes_441+SBTI_4305","0.09523809523809523","0.0","{1879|1879}","0.0","{14263000000|14260000000}","0.0","{304.657|304.66}","0.0","{1711000000|1710000000}","0.6666666666666666","{Principal Financial Group|Principal Financial Group|Principal Financial Group, Inc.}","0.0","{[, Insurance, ]|[, Diversified Financials, ]|[]}",,,"0.0","{United States|United States of America (USA)}"
"DBPedia_10096+DBPedia_5113+Forbes_1311+SBTI_3427","0.3095238095238095","0.0","{1965|1995|1995}","0.6666666666666666","{90500000|4460000000|4460000000}","1.0","{22.11|22.11}","0.0","{-421000000|-420000000}","0.5","{Maxwell Technologies|Marvell Technology|Marvell Technology|Marvell Technologies}","0.0","{[, Energy storage, ]|[, Semiconductor, ]|[, Semiconductors, ]|[]}",,,"0.0","{United States|United States of America (USA)}"
"Forbes_121+SBTI_1271","0.8571428571428571","1.0","{2000}","1.0","{73610000000}","1.0","{2358.5}","1.0","{6490000000}","1.0","{Credit Agricole|Credit Agricole}","0.0","{[, Banking, ]|[]}",,,"1.0","{France|France}"
"DBPedia_9618+Forbes_963+SBTI_1726","0.14285714285714285","0.0","{1969|1993}","0.0","{2463000000|2430000000}","0.0","{21.169|21.17}","0.0","{1396000000|1330000000}","1.0","{Equity Residential|Equity Residential|Equity Residential}","0.0","{[, Apartments, ]|[, Diversified Financials, ]|[]}",,,"0.0","{United States|United States of America (USA)}"
"DBPedia_10339+DBPedia_1579+DBPedia_2698+DBPedia_3283+DBPedia_3727+DBPedia_7794+DBPedia_8744+Forbes_1435+Forbes_718+Forbes_800+SBTI_5939+SBTI_5942","0.8571428571428571","1.0","{1704}","1.0","{8870000000}","1.0","{16.13}","1.0","{1240000000}","1.0","{Wendel|Wendel}","0.0","{[, Diversified Financials, ]|[]}",,,"1.0","{France|France}"
"DBPedia_666+Forbes_619+SBTI_3914","0.14285714285714285","0.0","{1889|1889}","0.0","{6590000000|6570000000}","0.0","{183.0|183.89}","0.0","{1460000000|1530000000}","1.0","{Northern Trust|Northern Trust|Northern Trust}","0.0","{[, Financial services, ]|[, Banking, ]|[]}",,,"0.0","{United States|United States of America (USA)}"
"DBPedia_1682+Forbes_316+SBTI_1135","0.5714285714285714","0.0","{1959|1959}","0.0","{47600000000|51780000000}","1.0","{525.34}","1.0","{1780000000}","1.0","{CNP Assurances|CNP Assurances|CNP Assurances}","0.0","{[, Financial services, ]|[, Insurance, ]|[]}",,,"1.0","{France|France}"
"Forbes_1845+SBTI_2836","0.5714285714285714","1.0","{0}","1.0","{10180000000}","1.0","{8.97}","1.0","{560000000}","0.0","{JD Sports Fashion|JD Sports Fashion PLC}","0.0","{[, Retailing, ]|[]}",,,"0.0","{United Kingdom|United Kingdom (UK)}"
"DBPedia_10374+DBPedia_1587+DBPedia_1604+DBPedia_1678+DBPedia_2713+DBPedia_2772+DBPedia_3058+DBPedia_3717+DBPedia_3734+DBPedia_3829+DBPedia_3830+DBPedia_4487+DBPedia_502+DBPedia_5778+DBPedia_5779+DBPedia_5787+DBPedia_5801+DBPedia_5814+DBPedia_588+DBPedia_6778+DBPedia_7756+DBPedia_7758+DBPedia_7759+DBPedia_7805+DBPedia_7828+DBPedia_8692+DBPedia_8704+DBPedia_871+DBPedia_8714+DBPedia_8785+DBPedia_8804+DBPedia_9583+DBPedia_9591+Forbes_1043+Forbes_1230+Forbes_1232+Forbes_1942+Forbes_203+Forbes_35+Forbes_535+Forbes_908+SBTI_194+SBTI_213+SBTI_214+SBTI_215+SBTI_217+SBTI_241+SBTI_244+SBTI_248","0.8571428571428571","1.0","{1928}","1.0","{15190000000}","1.0","{35.15}","1.0","{70000000}","1.0","{Alstom|Alstom}","0.0","{[, Capital Goods, ]|[]}",,,"1.0","{France|France}"
"DBPedia_10673+Forbes_261+SBTI_4782","0.23809523809523808","0.0","{2005|2005}","0.0","{60952000000|78470000000}","0.0","{55.604|75.88}","0.0","{2002000000|1890000000}","0.6666666666666666","{Seven & I Holdings|Seven & I Holdings|Seven & i Holdings Co., Ltd.}","0.0","{[, Retail, ]|[, Food Markets, ]|[]}",,,"1.0","{Japan|Japan}"
"Forbes_1986+SBTI_5183","0.8571428571428571","1.0","{1996}","1.0","{2150000000}","1.0","{1.78}","1.0","{720000000}","1.0","{Swedish Match|Swedish Match}","0.0","{[, Food, Drink & Tobacco, ]|[]}",,,"1.0","{Sweden|Sweden}"
"Forbes_1070+SBTI_4419","0.8571428571428571","1.0","{1960}","1.0","{29120000000}","1.0","{12.76}","1.0","{910000000}","1.0","{Randstad N.V.|Randstad N.V.}","0.0","{[, Business Services & Supplies, ]|[]}",,,"1.0","{Netherlands|Netherlands}"
"DBPedia_10101+DBPedia_10215+DBPedia_10239+DBPedia_10529+DBPedia_10603+DBPedia_1218+DBPedia_1353+DBPedia_1668+DBPedia_2017+DBPedia_2033+DBPedia_2077+DBPedia_2268+DBPedia_2401+DBPedia_2585+DBPedia_3037+DBPedia_3350+DBPedia_3522+DBPedia_3569+DBPedia_3677+DBPedia_4104+DBPedia_4120+DBPedia_4122+DBPedia_4395+DBPedia_4647+DBPedia_5570+DBPedia_5834+DBPedia_7130+DBPedia_7552+DBPedia_7598+DBPedia_8112+DBPedia_8378+DBPedia_8403+DBPedia_845+DBPedia_857+DBPedia_8624+DBPedia_9016+DBPedia_9029+Forbes_131+Forbes_1332+Forbes_1787+Forbes_1968+Forbes_267+Forbes_486+Forbes_565+Forbes_808+Forbes_975+SBTI_3382+SBTI_3386+SBTI_3402+SBTI_3408+SBTI_3436","0.13388054034428865","0.0","{1879|1999|1976|1979|1979|1988|1966|2018|1948|1914|1984|1980|2000|1933|2000|1991|1994|1966|1904|1875|2000|1964|1978|1937|1990|1983|1987|1893|1951|1994|1948|1929|1966|1930|1935|1929}","0.05128205128205128","{5460000000|502780160|1256480512|3900000000|137000000|885268992|1030000000|70483200|18880000000|293000000|1127731200|20724000000|1506460928|114300000|9800000000|675|23888166144|12700000000|1129610752|4208000000|389067264|106000000000|237700000|699000000|786000000|3540000000|3063669760|1700000000|1165322240|213423129|4700000000|8300000|25180000000|20940000000|8380000000|18880000000|12840000000|23480000000|25290000000}","0.11764705882352941","{6.39|37.67|9.828|0.09882|64.987389951|2.94|73.0|9.184|1.70099456|0.289826918|16.44|9.72|5.58|37.67|39.36|65.7|18.85}","0.09090909090909091","{903000000|8690000000|382000000|141906176|12620000|425000000|494792064|360500000|61931238|-79110000|18000000000|230000000|96421017|-21050982|975|650000000|410000000|410000000|8690000000|2470000000|900000000|1430000000}","0.06976744186046512","{Mattel|Maccaferri|Maxeda|Martinrea|Matrox|Manroland|Marc's|Manufactum|Mastercard|Mastek|Majorel|ManpowerGroup|Maserati|Magnetek|Mandarake|MakeMyTrip|Mapfre|Marfrig|Martinsa-Fadesa|MasTec|MANAŞ|Maersk|Macfarlanes|MarketAxess|Macerich|Mainfreight|Mapei|Maspex|Marel|Manz|Maytag|Mantex|Magnit|Manpower|Masco|Mastercard|Markel|Mapfre|Macy's|MANE|Marel|Marken|Mastercard}","0.23255813953488372","{[, Entertainment industry, , Toy industry, ]|[, Civil Engineering, ]|[, Retail, ]|[]|[, Computer hardware, ]|[, Printing press, ]|[, Retailing, ]|[, Retail, ]|[, Financial services, ]|[, Software, ]|[, Business services, ]|[, Professional services, ]|[, Automotive industry, ]|[, Material handling, , Motion control, , Power control, ]|[, Retailing, ]|[]|[, Insurance, ]|[, Food Processing, ]|[, Hospitality industry, , Real estate, ]|[, Construction, , Engineering, , Project Management, ]|[, Automotive industry, , Manufacturing, ]|[, Freight transport, ]|[]|[]|[, Real estate investment trust, ]|[, Logistics, ]|[]|[, Food industry, ]|[, Food processing, ]|[, Engineering, ]|[]|[, Real estate, ]|[, Food Markets, ]|[, Business Services & Supplies, ]|[, Construction, ]|[, Business Services & Supplies, ]|[, Insurance, ]|[, Insurance, ]|[, Retailing, ]|[]|[]|[]|[]}",,,"0.375","{United States|Italy|U.S.|New Zealand|Italy|Russia|United States|United States|United States|United States|Spain|United States|France|Iceland|United States of America (USA)|United States of America (USA)}"
"DBPedia_10100+DBPedia_10104+DBPedia_1148+DBPedia_1315+DBPedia_1344+DBPedia_1515+DBPedia_2276+DBPedia_2327+DBPedia_2344+DBPedia_265+DBPedia_3329+DBPedia_3362+DBPedia_4306+DBPedia_4515+DBPedia_4630+DBPedia_4652+DBPedia_5414+DBPedia_5555+DBPedia_5777+DBPedia_6190+DBPedia_6574+DBPedia_6845+DBPedia_7568+DBPedia_7608+DBPedia_8628+DBPedia_9217+DBPedia_9353+DBPedia_9357+DBPedia_9358+DBPedia_9964+Forbes_1231+Forbes_169+Forbes_1814+Forbes_1817+Forbes_1868+Forbes_263+Forbes_284+Forbes_395+Forbes_57+Forbes_697+Forbes_760+Forbes_948+Forbes_973+Forbes_99+SBTI_4612+SBTI_4615+SBTI_4619+SBTI_4624+SBTI_4635+SBTI_4651+SBTI_4677+SBTI_4680","0.35714285714285715","0.0","{1923|1982|2004}","0.0","{6290000000|1000000000|44630000000}","1.0","{136.74}","0.0","{880000000|7360000000}","0.5","{Safeco|Save-On-Foods|Sanofi|SANOFI}","0.0","{[, Insurance, ]|[, Supermarket, ]|[, Drugs & Biotechnology, ]|[]}",,,"1.0","{France|France}"
"DBPedia_7382+Forbes_1172+SBTI_885","0.14285714285714285","0.0","{1996|1937}","0.0","{3500000000|9480000000}","0.0","{36.4|38.03}","0.0","{-1800000000|-1020000000}","1.0","{Caesars Entertainment|Caesars Entertainment|Caesars Entertainment}","0.0","{[, Gambling, ]|[, Hotels, Restaurants & Leisure, ]|[]}",,,"0.0","{United States|United States of America (USA)}"
"DBPedia_4045+DBPedia_5911+DBPedia_7020+DBPedia_8875+DBPedia_9644+Forbes_68+SBTI_3921","0.18027210884353742","0.0","{2010|1896|1996|1987|1996}","0.3333333333333333","{51630000000|16117158|332680704|3630000000|1150000000|51630000000}","0.0","{131.79|0.018043699|232.54|135.88}","0.0","{24020000000|4285378|24140000000}","0.42857142857142855","{Novartis|Nordeus|Nordsee|Nordnet|Novavax|Novartis|Novartis}","0.0","{[, Pharmaceutical industry, ]|[, Video game industry, ]|[, Restaurants, ]|[, Financial institution, ]|[, Biotechnology, ]|[, Drugs & Biotechnology, ]|[]}",,,"0.5","{Sweden|U.S.|Switzerland|Switzerland}"
"Forbes_1698+SBTI_4232","0.7142857142857143","1.0","{1916}","1.0","{3330000000}","1.0","{90.74}","1.0","{-3560000000}","0.0","{Piraeus Financial Holdings|Piraeus Financial Holdings S.A.}","0.0","{[, Banking, ]|[]}",,,"1.0","{Greece|Greece}"
"Forbes_280+SBTI_442","0.7142857142857143","1.0","{1984}","1.0","{20650000000}","1.0","{33.64}","1.0","{6090000000}","0.0","{ASML Holding|ASML Holdings}","0.0","{[, Semiconductors, ]|[]}",,,"1.0","{Netherlands|Netherlands}"
