UID,company,label,industries,keyPeople,founders,hqLocationCountry,revenue,assets,netIncome,foundingYear,type,keyPeopleFoundersCombined
DBPedia_0,http://dbpedia.org/resource/BioNTech,BioNTech,Biotechnology,"Ryan Richardson, Sean Marett, Sierk Poetting, Uğur Şahin, Özlem Türeci","Helmut Jeggle, Michael Motschmann, Thomas Strüngmann, Uğur Şahin, Özlem Türeci",Germany,17761766400,14378572800.0,344803814.0,2008.0,Societas Europaea,"Helmut Jeggle, Michael Motschmann, Ryan Richardson, Sean Marett, Sierk Poetting, Thomas Strüngmann, Uğur Şahin, Özlem Türeci"
DBPedia_1,http://dbpedia.org/resource/Royal_Ceramics,Royal Ceramics,Capital good,"A. M. Weerasinghe, Aravinda Perera, H. Amarasekera",,Sri Lanka,57545,86241.0,13690.0,1990.0,Public company,"A. M. Weerasinghe, Aravinda Perera, H. Amarasekera"
DBPedia_2,http://dbpedia.org/resource/Vodafone_Kabel_Deutschland,Vodafone Kabel Deutschland,Telecommunication,Manuel Cubero,,Germany,1719790080,2685879808.0,232124672.0,1980.0,Subsidiary,Manuel Cubero
DBPedia_3,http://dbpedia.org/resource/Union_Pacific_Corporation,Union Pacific Corporation,,Lance M. Fritz,,United States,21800000000,63500000000.0,6500000000.0,1969.0,Public company,Lance M. Fritz
DBPedia_4,http://dbpedia.org/resource/Vallibel_One,Vallibel One,Conglomerate (company),"Dinusha Bhaskaran, H. Amarasekara",Dhammika Perera,Sri Lanka,96859,285210.0,20580.0,2010.0,Public company,"Dhammika Perera, Dinusha Bhaskaran, H. Amarasekara"
DBPedia_5,http://dbpedia.org/resource/Richemont,Richemont,Luxury goods,"Jérôme Lambert, Johann Rupert",Johann Rupert,,12348656640,33230479360.0,1212311040.0,1988.0,Public company,"Johann Rupert, Jérôme Lambert"
DBPedia_6,http://dbpedia.org/resource/Videocon_Group,Videocon Group,Conglomerate (company),Venugopal Dhoot,Venugopal Dhoot,,12828,5430000000.0,1915.0,1979.0,Private company,Venugopal Dhoot
DBPedia_7,http://dbpedia.org/resource/Bloom_Energy,Bloom Energy,,K. R. Sridhar,K. R. Sridhar,,742000000,1389000000.0,259490000.0,2001.0,Public company,K. R. Sridhar
DBPedia_8,http://dbpedia.org/resource/Putevi_Užice,Putevi Užice,Construction industry,Leko Korićanac,,,131267911,95697390.0,347717.0,1962.0,Joint-stock company,Leko Korićanac
DBPedia_9,http://dbpedia.org/resource/Royal_Greenland,Royal Greenland,"Fishing, Seafood","Niels Harald de Coninck-Smith , Mikael Thinghuus",,,7105,1587.0,173000000.0,1990.0,Aktieselskab,"Niels Harald de Coninck-Smith , Mikael Thinghuus"
DBPedia_10,http://dbpedia.org/resource/Booz_Allen_Hamilton,Booz Allen Hamilton,"Information technology consulting, Management consulting","Horacio D. Rozanski, John Michael McConnell",,,8360000000,6030000000.0,466580000.0,1914.0,Public company,"Horacio D. Rozanski, John Michael McConnell"
DBPedia_11,http://dbpedia.org/resource/Petrobank_Energy_and_Resources,Petrobank Energy and Resources,"Heavy crude oil, Natural gas","Chris J. Bloomer, Senior Vice President, Chief operating officer, heavy oil, John D. Wright, Chair, President, Chief EXEC",,,1,7824.0,151.0,1983.0,Public company,"Chris J. Bloomer, Senior Vice President, Chief operating officer, heavy oil, John D. Wright, Chair, President, Chief EXEC"
DBPedia_12,http://dbpedia.org/resource/Robne_kuće_Beograd,Robne kuće Beograd,,Krsta Sandić,,,10205967,250647656.0,97952852.0,1965.0,D.o.o.,Krsta Sandić
DBPedia_13,http://dbpedia.org/resource/Rubis_(company),Rubis (company),,Gilles Gobin,,,1992325120,1654005760.0,71328998.0,1990.0,Société en commandite par actions,Gilles Gobin
DBPedia_14,http://dbpedia.org/resource/Bread_Financial,Bread Financial,,Ralph Andretta,,,4521000000,22547000000.0,213700000.0,1983.0,Public company,Ralph Andretta
DBPedia_15,http://dbpedia.org/resource/Petrol_Group,Petrol Group,Oil and gas industry,,,,2913305600,1682199040.0,67945804.0,1947.0,Public company,
DBPedia_16,http://dbpedia.org/resource/Carnival_Corporation_&_plc,Carnival Corporation & plc,"Hospitality, Tourism","Arnold W. Donald, Micky Arison",Ted Arison,,1908000000,53344000000.0,-9501000000.0,1972.0,Public company,"Arnold W. Donald, Micky Arison, Ted Arison"
DBPedia_17,http://dbpedia.org/resource/Carrier_Global,Carrier Global,Home appliance,Dave Gitlin,Willis Carrier,,17460000000,25090000000.0,1980000000.0,1915.0,Public company,"Dave Gitlin, Willis Carrier"
DBPedia_18,http://dbpedia.org/resource/Rogers_Communications,Rogers Communications,"Mass media, Telecommunications","Edward Rogers, Tony Staffieri",Edward S. Rogers Jr.,,13916000000,38854000000.0,1592000000.0,1935.0,Public company,"Edward Rogers, Edward S. Rogers Jr., Tony Staffieri"
DBPedia_19,http://dbpedia.org/resource/Daycoval,Daycoval,Financial services,"Carlos Dayan, Morris Dayan, Salim Dayan",Sasson Dayan,,1000000000,6300000000.0,174400000.0,1968.0,Private company,"Carlos Dayan, Morris Dayan, Salim Dayan, Sasson Dayan"
DBPedia_20,http://dbpedia.org/resource/Devon_Energy,Devon Energy,Petroleum industry,"Rick Muncrief, CEO & PresidentJeffrey L. Ritenour, CFO",J. Larry Nichols,,12206000000,21025000000.0,2808000000.0,1971.0,Public company,"CEO & PresidentJeffrey L. Ritenour, CFO, J. Larry Nichols, Rick Muncrief"
DBPedia_21,http://dbpedia.org/resource/Payoneer,Payoneer,,"Arnon Kraft, John Caplan, Keren Levy, Scott Galit",Yuval Tal,,473000000,5080000000.0,-34000000.0,2005.0,Public company,"Arnon Kraft, John Caplan, Keren Levy, Scott Galit, Yuval Tal"
DBPedia_22,http://dbpedia.org/resource/Public_Bank_Berhad,Public Bank Berhad,,,Teh Hong Piow,,5490000000,105820000000.0,5510000000.0,1966.0,Public limited company,
DBPedia_23,http://dbpedia.org/resource/Cadence_Design_Systems,Cadence Design Systems,Computer Software,"Anirudh Devgan, Lip-Bu Tan",,,2990000000,4390000000.0,700000000.0,1988.0,Public company,"Anirudh Devgan, Lip-Bu Tan"
DBPedia_24,http://dbpedia.org/resource/CaixaBank,CaixaBank,Financial services,"José Ignacio Goirigolzarri , Gonzalo Gortazar",,,4029759488,363338076.0,1865455360.0,2011.0,S.A. (corporation),"José Ignacio Goirigolzarri , Gonzalo Gortazar"
DBPedia_25,http://dbpedia.org/resource/Camden_Property_Trust,Camden Property Trust,Real estate investment trust,"Richard J. Campo, Chairman & CEOD. Keith Oden, Executive Vice ChairmanAlexander J. Jessett, CFO",,,1043000000,7198000000.0,123000000.0,1981.0,Public company,"Richard J. Campo, Chairman & CEOD. Keith Oden, Executive Vice ChairmanAlexander J. Jessett, CFO"
DBPedia_26,http://dbpedia.org/resource/ProSiebenSat.1_Media,ProSiebenSat.1 Media,Mass media,"Rainer Beaujean, Werner Brandt",,,3759104000,6078471168.0,516876800.0,2000.0,Societas Europaea,"Rainer Beaujean, Werner Brandt"
DBPedia_27,http://dbpedia.org/resource/Public_Service_Enterprise_Group,Public Service Enterprise Group,Utilities,"Daniel Cregg, Ralph Izzo",,,9696000000,47730000000.0,1438000000.0,1903.0,Public company,"Daniel Cregg, Ralph Izzo"
DBPedia_28,http://dbpedia.org/resource/Qualtrics,Qualtrics,Experience management,"Chris Beckstead, Ryan Smith, Zig Serafin",,,1080000000,3580000000.0,-1060000000.0,2002.0,Public company,"Chris Beckstead, Ryan Smith, Zig Serafin"
DBPedia_29,http://dbpedia.org/resource/Bebe_Stores,Bebe Stores,Retail,"Manny Mashouf , Kenneth M. Young , Perry Mandarino",,,603000000,571000000.0,12600000.0,1976.0,Public company,"Manny Mashouf , Kenneth M. Young , Perry Mandarino"
DBPedia_30,http://dbpedia.org/resource/Berkshire_Bank,Berkshire Bank,Bank,"Nitin J. Mhatre, CEO, Sean A. Gray, President and COO, Subhadeep Basu, CFO",,,469240000,12212000000.0,105770000.0,1846.0,Public company,"Nitin J. Mhatre, CEO, Sean A. Gray, President and COO, Subhadeep Basu, CFO"
DBPedia_31,http://dbpedia.org/resource/Bradesco_Seguros,Bradesco Seguros,Financial services,"Vinicius Albernaz,",,,22400000000,58800000000.0,1600000000.0,1946.0,Subsidiary,"Vinicius Albernaz,"
DBPedia_32,http://dbpedia.org/resource/Delta_Lloyd_Group,Delta Lloyd Group,Financial services,"Hans van der Noordaa , Rob Ruijter",,,8457044223,108100000000.0,583412940.0,1807.0,Naamloze vennootschap,"Hans van der Noordaa , Rob Ruijter"
DBPedia_33,http://dbpedia.org/resource/Huron_Consulting_Group,Huron Consulting Group,"Business Performance Management, Corporate services, Education, Finance, Healthcare, Life Sciences, Management consulting","C. Mark Hussey, James H. Roth",,,795100000,1050000000.0,13600000.0,2002.0,Public company,"C. Mark Hussey, James H. Roth"
DBPedia_34,http://dbpedia.org/resource/Husky_Energy,Husky Energy,Petroleum industry,"Rob Peabody, Li Ka-shing",,,19983000000,33122000000.0,1370000000.0,1938.0,Public company,"Rob Peabody, Li Ka-shing"
DBPedia_35,http://dbpedia.org/resource/Rhodia_(company),Rhodia (company),Chemical industry,"Jean-Pierre Clamadieu , Gilles Auffret",,,4911269376,4821990656.0,243401984.0,1998.0,Private company,"Jean-Pierre Clamadieu , Gilles Auffret"
DBPedia_36,http://dbpedia.org/resource/United_Airlines_Holdings,United Airlines Holdings,Aviation,"Brett J. Hart, Ted Philip, Scott Kirby",,,43259000000,52611000000.0,3009000000.0,1968.0,Public company,"Brett J. Hart, Ted Philip, Scott Kirby"
DBPedia_37,http://dbpedia.org/resource/Varian_Medical_Systems,Varian Medical Systems,Medical Technology,"Chris Toth, CEO",,,2919,3179.0,219200000.0,1948.0,Subsidiary,"Chris Toth, CEO"
DBPedia_38,http://dbpedia.org/resource/Verbund,Verbund,Public utility,"Wolfgang Anzengruber , Gilbert Frizberg",,,3108779008,10610071040.0,376662220.0,1947.0,Aktiengesellschaft,"Wolfgang Anzengruber , Gilbert Frizberg"
DBPedia_39,http://dbpedia.org/resource/Collins_Foods,Collins Foods,"Consumer Services, Franchisee, Restaurants",Drew O'Malley,,,571600000,428300000.0,30100000.0,1968.0,Public company,Drew O'Malley
DBPedia_40,http://dbpedia.org/resource/Hutchison_Harbour_Ring,Hutchison Harbour Ring,,Canning Fok,,,88400000,6553000000.0,174700000.0,2001.0,Public company,Canning Fok
DBPedia_41,http://dbpedia.org/resource/Utz_Brands,Utz Brands,,"Dylan Lissett, Roger K. Deromedi",,,1181000000,10560000.0,16200000.0,1921.0,Public company,"Dylan Lissett, Roger K. Deromedi"
DBPedia_42,http://dbpedia.org/resource/Vodafone,Vodafone,Telecommunications industry,,,,41170646784,145724485888.0,503719936.0,1991.0,Public limited company,
DBPedia_43,http://dbpedia.org/resource/Bingo_(supermarket),Bingo (supermarket),Retail,"CEO, Ljiljana Kunosić",,Bosnia and Herzegovina,580960125,,47815802.0,1993.0,Limited liability company,"CEO, Ljiljana Kunosić"
DBPedia_44,http://dbpedia.org/resource/Valtra,Valtra,Agricultural machinery,Jari Rautjärvi,,Finland,84298846,,10183412.0,2003.0,Osakeyhtiö,Jari Rautjärvi
DBPedia_45,http://dbpedia.org/resource/Ural_Automotive_Plant,Ural Automotive Plant,Automotive,,,Russia,19792000000,,415000000.0,1941.0,Open joint-stock company,
DBPedia_46,http://dbpedia.org/resource/Delek_US,Delek US,List of petroleum companies,"Uzi Yemin , Reuven Spiegel , Todd O'Malley , Denise McWatters , Louis LaBella , Jared Serff",,U.S.,9298000000,,305000000.0,2001.0,Public company,"Uzi Yemin , Reuven Spiegel , Todd O'Malley , Denise McWatters , Louis LaBella , Jared Serff"
DBPedia_47,http://dbpedia.org/resource/Anas_(company),Anas (company),Road transport,"Edoardo Valente, Chairman ,Aldo Isi, CEO",Italian Government,,2201895168,,-158596597.0,1946.0,S.p.A.,"CEO, Chairman ,Aldo Isi, Edoardo Valente, Italian Government"
DBPedia_48,http://dbpedia.org/resource/Dentsu,Dentsu,"Advertising agency, Public relations",Hiroshi Igarashi,,,1018000000000,,61400000000.0,1901.0,Public Company,Hiroshi Igarashi
DBPedia_49,http://dbpedia.org/resource/Culture_Convenience_Club,Culture Convenience Club,"Bookselling, Video rental shop",Muneaki Masuda,,,189299,,9424.0,1982.0,Privately held company,Muneaki Masuda
DBPedia_50,http://dbpedia.org/resource/Crescent_(Belgian_company),Crescent (Belgian company),"Telecommunication, Wireless","Jan Callewaert, Founder in 1986 & current CEO",,,4041036,,7048320.0,1986.0,Naamloze Vennootschap,"Jan Callewaert, Founder in 1986 & current CEO"
DBPedia_51,http://dbpedia.org/resource/Brambles_Limited,Brambles Limited,Service (economics),,,,4600000000,,804000000.0,1875.0,Public company,
DBPedia_52,http://dbpedia.org/resource/Qihoo_360,Qihoo 360,Computer software,"Zhou Hongyi, Qi Xiangdong, Cao Shu , Xu Zuoli Alex , Yao Jue","CEO, Co-founder, President (corporate title), Zhou Hongyi",,1390000000,,222800000.0,2005.0,Public company,"CEO, Cao Shu , Co-founder, President (corporate title), Qi Xiangdong, Xu Zuoli Alex , Yao Jue, Zhou Hongyi"
DBPedia_53,http://dbpedia.org/resource/Baumax,Baumax,Retailer,"Michael Hürter, CEO",Karlheinz Essl Sr.,,1061,,177617664.0,1976.0,Privately held company,"CEO, Karlheinz Essl Sr., Michael Hürter"
DBPedia_54,http://dbpedia.org/resource/Hungry_Jack's,Hungry Jack's,Restaurant,Chris Green,"David Edgerton, Jack Cowin, James McLamore",,1043000000,,246500000.0,1971.0,Subsidiary,"Chris Green, David Edgerton, Jack Cowin, James McLamore"
DBPedia_55,http://dbpedia.org/resource/Hurtigruten_AS,Hurtigruten AS,Transport,Daniel Skjeldam,Richard With,,3300,,26000000.0,1866.0,Limited company,"Daniel Skjeldam, Richard With"
DBPedia_56,http://dbpedia.org/resource/Canadian_Broadcasting_Corporation,Canadian Broadcasting Corporation,"Digital media, Mass media, Public broadcasting, Radio, Television","Barbara Williams, Catherine Tait, Michael Goldbloom, Michel Bissonnette",,,503940000,,142090000.0,1936.0,Crown corporations of Canada,"Barbara Williams, Catherine Tait, Michael Goldbloom, Michel Bissonnette"
DBPedia_57,http://dbpedia.org/resource/Capita,Capita,"Business process outsourcing, Professional services","David Lowden, Jonathan Lewis",,,3182,,227200000.0,1984.0,Public limited company,"David Lowden, Jonathan Lewis"
DBPedia_58,http://dbpedia.org/resource/Bausch_&_Lomb,Bausch & Lomb,Medical instrument,Joseph C. Papa,,,4871000000,,200000000.0,1853.0,Public company,Joseph C. Papa
DBPedia_59,http://dbpedia.org/resource/Ripley_S.A.,Ripley S.A.,Retail,"Claudio Calderón Volochinsky,, Felipe Lamarca Claro,",,,2500000000,,77100000.0,1956.0,S.A. (corporation),"Claudio Calderón Volochinsky,, Felipe Lamarca Claro,"
DBPedia_60,http://dbpedia.org/resource/Vodafone_Automotive,Vodafone Automotive,Automotive,"Erik Brenneis , Mario Rossetti",,,103563315,,147168921.0,1975.0,Società per azioni,"Erik Brenneis , Mario Rossetti"
DBPedia_61,http://dbpedia.org/resource/Copersucar,Copersucar,Trade,"Luís Roberto Pogetti,",,,10400000000,,70500000.0,1959.0,Privately-held company,"Luís Roberto Pogetti,"
DBPedia_62,http://dbpedia.org/resource/Maske_Gruppen,Maske Gruppen,Wholesale,Per Øivind Gundersen (CEO),,,1154,,4000000.0,1858.0,Private ownership,Per Øivind Gundersen (CEO)
DBPedia_63,http://dbpedia.org/resource/Sappi,Sappi,,"Glen Thomas Pearce, Sir Nigel Rudd, Stephen Robert Binnie",,,5296,,338000000.0,1936.0,Public company,"Glen Thomas Pearce, Sir Nigel Rudd, Stephen Robert Binnie"
DBPedia_64,http://dbpedia.org/resource/Boots_Opticians,Boots Opticians,,James Arrow,,,235,,13.0,1983.0,Subsidiary,James Arrow
DBPedia_65,http://dbpedia.org/resource/Pendragon_PLC,Pendragon PLC,,"Bill Berman, Martin Casha",,,4453,,72900000.0,1989.0,Public limited company,"Bill Berman, Martin Casha"
DBPedia_66,http://dbpedia.org/resource/PayPoint,PayPoint,,"Giles Kerr, Nick Wiles",,,213300000,,45700000.0,1996.0,Public limited company,"Giles Kerr, Nick Wiles"
DBPedia_67,http://dbpedia.org/resource/Sarajevo_Tobacco_Factory,Sarajevo Tobacco Factory,Tobacco,,,,51152007,,31275745.0,1880.0,Public company,
DBPedia_68,http://dbpedia.org/resource/Collins_&_Aikman,Collins & Aikman,Auto part,,,,3983000000,,57000000.0,1891.0,Wikt:Defunct,
DBPedia_69,http://dbpedia.org/resource/Constant_Contact,Constant Contact,Online marketing,,,,331700000,,14.0,1995.0,Private company,
DBPedia_70,http://dbpedia.org/resource/Hokkaido_Electric_Power_Company,Hokkaido Electric Power Company,"Electric power transmission, Electricity generation","Akihiko Mayum, Yoshitaka Sato",,Japan,702776,1826141.0,,1951.0,Public company,"Akihiko Mayum, Yoshitaka Sato"
DBPedia_71,http://dbpedia.org/resource/Via_Rail,Via Rail,Rail transport,Françoise Bertrand,,Canada,392600000,1467000000.0,,1977.0,Crown corporations of Canada,Françoise Bertrand
DBPedia_72,"http://dbpedia.org/resource/Compass,_Inc.","Compass, Inc.",Real estate,,Robert Reffkin,,6420000000,1800000000.0,,2012.0,Public company,
DBPedia_73,http://dbpedia.org/resource/People's_Own_Savings_Bank,People's Own Savings Bank,Financial services,"Admore Kandlela, Mathilda Dzumbunu, CEO, Chairperson",,,7900000,133700000.0,,1904.0,Parastatal,"Admore Kandlela, Mathilda Dzumbunu, CEO, Chairperson"
DBPedia_74,http://dbpedia.org/resource/Qiagen,Qiagen,Biotechnology,"Thierry Bernard ( ), Lawrence A. Rosen",Metin Colpan,,2251,6146954000.0,,1984.0,Public,"Lawrence A. Rosen, Metin Colpan, Thierry Bernard ( )"
DBPedia_75,http://dbpedia.org/resource/CalBank,CalBank,Financial services,"Joe Rexford Mensah, Philip Owiredu, Chairman, Managing Director",,,213803000,7924586000.0,,1990.0,Public company,"Joe Rexford Mensah, Philip Owiredu, Chairman, Managing Director"
DBPedia_76,http://dbpedia.org/resource/Pošte_Srpske,Pošte Srpske,Mail,Miladin Radović,,,26858798,51997806.0,,1996.0,Joint-stock company,Miladin Radović
DBPedia_77,http://dbpedia.org/resource/Petroleum_Geo-Services,Petroleum Geo-Services,Petroleum,"Walter Qvam , Rune Olav Pedersen",,,590000000,1792.0,,1991.0,Allmennaksjeselskap,"Walter Qvam , Rune Olav Pedersen"
DBPedia_78,http://dbpedia.org/resource/Unity_Bank_plc,Unity Bank plc,Financial services,"Thomas Ethuh, Chairman, Managing Director, Tomi Somefun",,,38700000,2450000000.0,,2006.0,Public company,"Thomas Ethuh, Chairman, Managing Director, Tomi Somefun"
DBPedia_79,http://dbpedia.org/resource/Vicor_Corporation,Vicor Corporation,Electronics industry,"Patrizio Vinciarelli, chairman of the board, president and chief executive officer",,,296576000,396239000.0,,1981.0,Public company,"Patrizio Vinciarelli, chairman of the board, president and chief executive officer"
DBPedia_80,http://dbpedia.org/resource/Viscofan,Viscofan,Casing (sausage),"José Antonio Canales, José Domingo de Ampuero y Osma",,,798524847,1019656960.0,,1975.0,S.A. (corporation),"José Antonio Canales, José Domingo de Ampuero y Osma"
DBPedia_81,http://dbpedia.org/resource/Commercial_Bank_of_Africa,Commercial Bank of Africa,Banking,"Desterio Oyatsi , Isaac Awuondo",,,36000000,2166000000.0,,1962.0,Private company,"Desterio Oyatsi , Isaac Awuondo"
DBPedia_82,http://dbpedia.org/resource/Consolidated_Bank_of_Kenya,Consolidated Bank of Kenya,Financial services,"Dr. Charles Wanjala Iyaya, Thomas Kipkemei Kiyai, C.E.O, Chairman",,,2092000,136200000.0,,1989.0,Parastatal,"Dr. Charles Wanjala Iyaya, Thomas Kipkemei Kiyai, C.E.O, Chairman"
DBPedia_83,http://dbpedia.org/resource/Hong_Leong_Group,Hong Leong Group,,"Quek Leng Chan, Chairman, Tan Kong Khoon, CEO",,,6200000000,253600000000.0,,1968.0,Public limited company,"Quek Leng Chan, Chairman, Tan Kong Khoon, CEO"
DBPedia_84,http://dbpedia.org/resource/Crestron_Electronics,Crestron Electronics,Audiovisual,Dan Feldstein,George Feldstein,United States,2000000000,,,1972.0,Privately held company,"Dan Feldstein, George Feldstein"
DBPedia_85,http://dbpedia.org/resource/D'Agostino_Supermarkets,D'Agostino Supermarkets,,"G. Robert James, President, Nicholas D'Agostino III, CEO, Nicholas D'Agostino Jr., Chairman",Nicholas D'Agostino Sr.,United States,200000000,,,1932.0,Privately held company,"CEO, Chairman, G. Robert James, Nicholas D'Agostino III, Nicholas D'Agostino Jr., Nicholas D'Agostino Sr., President"
DBPedia_86,http://dbpedia.org/resource/Benevity,Benevity,"Cloud software, Computer software, Software as a service","Bryan de Lottinville, Kelly Schmitt",,Canada,100000000,,,2008.0,Privately held company,"Bryan de Lottinville, Kelly Schmitt"
DBPedia_87,http://dbpedia.org/resource/Valvoline,Valvoline,"Car repair, Chemical manufacturing","Mary Meixelsperger, Sam Mitchell",,U.S.,2300000000,,,1866.0,Public company,"Mary Meixelsperger, Sam Mitchell"
DBPedia_88,http://dbpedia.org/resource/Vodafone_Iceland,Vodafone Iceland,Telecommunications,"Heiðar Már Guðjónsson, Stefán Sigurðsson",,Iceland,14268000000,,,2018.0,Public company,"Heiðar Már Guðjónsson, Stefán Sigurðsson"
DBPedia_89,http://dbpedia.org/resource/Crowe_Global,Crowe Global,Professional services,"David Mellor, CEO",,United States of America,4400000000,,,1915.0,Swiss Verein,"David Mellor, CEO"
DBPedia_90,http://dbpedia.org/resource/Binggrae,Binggrae,,"Jeong Chang-won , Ko Jae-hak , Choi Gang-hun , Park Jung-hwan , Kim Ho-yeon , Gang Myeong-gil",,South Korea,913094005,,,1967.0,Public company,"Jeong Chang-won , Ko Jae-hak , Choi Gang-hun , Park Jung-hwan , Kim Ho-yeon , Gang Myeong-gil"
DBPedia_91,http://dbpedia.org/resource/Bob's_Discount_Furniture,Bob's Discount Furniture,Furniture retailer,,,United States,1158000000,,,1991.0,Private Company,
DBPedia_92,http://dbpedia.org/resource/100_Thieves,100 Thieves,,,,U.S.,38000000,,,2017.0,Private company,
DBPedia_93,http://dbpedia.org/resource/Dell_EMC,Dell EMC,Computer data storage,Jeff Clarke,"Richard Egan (businessman), Roger Marino",,41224000000,,,1979.0,Subsidiary,"Jeff Clarke, Richard Egan (businessman), Roger Marino"
DBPedia_94,http://dbpedia.org/resource/Mattson_Technology,Mattson Technology,Semiconductor,Allen Lu,Brad Mattson,,252000000,,,1988.0,Public company,"Allen Lu, Brad Mattson"
DBPedia_95,"http://dbpedia.org/resource/Calix,_Inc.","Calix, Inc.",Telecommunications,"CEO: Michael Weening, CFO: Cory Sindelar",,,680000000,,,1991.0,Public company,"CEO: Michael Weening, CFO: Cory Sindelar"
DBPedia_96,http://dbpedia.org/resource/Castorama,Castorama,Retail,Marc Tenart,,,2246,,,1969.0,Privately held company,Marc Tenart
DBPedia_97,http://dbpedia.org/resource/American_Industries,American Industries,Construction,"Luis Lara, Chairman of the board",,,100000000,,,1977.0,S.A. (corporation),"Luis Lara, Chairman of the board"
DBPedia_98,http://dbpedia.org/resource/Rubix,Rubix,Conglomerate (company),Martin Gaarn Thomsen,,,2067507200,,,2018.0,Limited company,Martin Gaarn Thomsen
DBPedia_99,http://dbpedia.org/resource/Samson_AG,Samson AG,"Biotechnology, Chemical industry, Energy industry, Food industry, Petrochemical industry, Pharmaceutical industry","CFO), Dr. Dominic Deller, Dr. Thomas Steckenreiter",,,621191936,,,1907.0,Aktiengesellschaft,"CFO), Dr. Dominic Deller, Dr. Thomas Steckenreiter"
DBPedia_100,http://dbpedia.org/resource/Memex_Technology_Limited,Memex Technology Limited,"Information Technology, Law enforcement agency, Security","David Carrick, Graham Scott Chief Financial Officer",,,5113497,,,1979.0,Private company,"David Carrick, Graham Scott Chief Financial Officer"
DBPedia_101,http://dbpedia.org/resource/United_Breweries_Group,United Breweries Group,Conglomerate (company),Rishi Pardal,,,4290,,,1857.0,Privately held company,Rishi Pardal
DBPedia_102,http://dbpedia.org/resource/Ural_Mining_and_Metallurgical_Company,Ural Mining and Metallurgical Company,"Metals, Mining","Andrei Kozitsyn, CEO",,,5100000000,,,1999.0,Public company,"Andrei Kozitsyn, CEO"
DBPedia_103,http://dbpedia.org/resource/Virgin_Media_Ireland,Virgin Media Ireland,Telecommunication,Tony Hanway,,,505200000,,,2005.0,Private company limited by shares,Tony Hanway
DBPedia_104,http://dbpedia.org/resource/Bittium_(company),Bittium (company),,"Hannu Huttunen, Pekka Kunnari",,,48774374,,,1985.0,Public company,"Hannu Huttunen, Pekka Kunnari"
DBPedia_105,http://dbpedia.org/resource/Husqvarna_Group,Husqvarna Group,,"Henric Andersson (CEO), Tom Johnstone (Chairman)",,,47059000000,,,1689.0,Aktiebolag,"Henric Andersson (CEO), Tom Johnstone (Chairman)"
DBPedia_106,http://dbpedia.org/resource/United_Cooperative,United Cooperative,,"David Cramer, CEO; Howard Bohl, Chairman of the Board",,,672000000,,,1936.0,Agricultural Cooperative,"David Cramer, CEO; Howard Bohl, Chairman of the Board"
DBPedia_107,http://dbpedia.org/resource/Coop_(Switzerland),Coop (Switzerland),,"Hansueli Loosli, Joos Sutter",,,30700000000,,,1969.0,Cooperative,"Hansueli Loosli, Joos Sutter"
DBPedia_108,http://dbpedia.org/resource/Quester_Tangent_Corporation,Quester Tangent Corporation,Manufacturing,,,,10000000,,,1983.0,Private company,
DBPedia_109,http://dbpedia.org/resource/Beach_Travellers,Beach Travellers,Tourism,,,,5500000,,,2004.0,Adventure Travel,
DBPedia_110,http://dbpedia.org/resource/Vergo_Retail,Vergo Retail,,,,,15824000,,,2007.0,Privately held company,
DBPedia_111,http://dbpedia.org/resource/Dawn_Til_Dusk,Dawn Til Dusk,,,,,33430000,,,1986.0,Public limited company,
DBPedia_112,http://dbpedia.org/resource/Unitil_Corporation,Unitil Corporation,,,,,366900000,,,1984.0,Public company,
DBPedia_113,http://dbpedia.org/resource/Rlg_Communications,Rlg Communications,"Consumer Electronics, Information and communications technology, Social Development, Technology Solutions, Training and Education",Roland Agambire,Roland Agambire,,1300000000,,,2001.0,Private ownership,Roland Agambire
DBPedia_114,http://dbpedia.org/resource/Old_Dutch_Foods,Old Dutch Foods,Snack food,"Steven C. Aanenson, President (corporate title)",Carl J. Marx,,107000000,,,1934.0,Private company,"Carl J. Marx, President (corporate title), Steven C. Aanenson"
DBPedia_115,http://dbpedia.org/resource/Bloomberg_L.P.,Bloomberg L.P.,"Financial technology, Mass media, Technology",,"Charles Zegar, Duncan MacMillan (businessman), Michael Bloomberg, Thomas Secunda",,10000000000,,,1981.0,Privately held company,
DBPedia_116,http://dbpedia.org/resource/Sangamo_Therapeutics,Sangamo Therapeutics,Biotechnology,"Edward Rebar, Sandy Macrae",,,102000000,,,1995.0,Public company,"Edward Rebar, Sandy Macrae"
DBPedia_117,http://dbpedia.org/resource/Bonjour_Holdings,Bonjour Holdings,Retail,Chairman: Mr. Chen Jianwen,,,1,,,1991.0,Listed company,Chairman: Mr. Chen Jianwen
DBPedia_118,http://dbpedia.org/resource/Carter's,Carter's,,,,,3400000000,,,1865.0,Public company,
DBPedia_119,http://dbpedia.org/resource/Deliveroo,Deliveroo,"Food delivery, Online food ordering","Rohan Pradhan, Will Shu",Will Shu,,1824,,,2013.0,Public limited company,"Rohan Pradhan, Will Shu"
DBPedia_120,http://dbpedia.org/resource/Patek_Philippe,Patek Philippe,Watchmaking,"Claude Peny, Philippe Stern, Thierry Stern","Adrien Philippe, Antoni Patek, Franciszek Czapek",,1490000000,,,1845.0,Privately held company,"Adrien Philippe, Antoni Patek, Claude Peny, Franciszek Czapek, Philippe Stern, Thierry Stern"
