"DBPedia_7486","Forbes_1074","0.7833333333333333"
"DBPedia_7018","Forbes_1906","0.7706349206349206"
"DBPedia_8331","Forbes_1892","1.0"
"DBPedia_734","Forbes_975","0.7777777777777777"
"DBPedia_2654","Forbes_1872","0.7380952380952381"
"DBPedia_1053","Forbes_745","0.7424242424242425"
"DBPedia_9759","Forbes_591","0.7948717948717948"
"DBPedia_10240","Forbes_1583","0.7938034188034188"
"DBPedia_2875","Forbes_344","0.7638888888888888"
"DBPedia_6772","Forbes_1766","0.7171717171717172"
"DBPedia_9665","Forbes_749","0.7222222222222222"
"DBPedia_5856","Forbes_1067","0.9666666666666667"
"DBPedia_8987","Forbes_1005","0.8222222222222223"
"DBPedia_600","Forbes_702","0.8666666666666667"
"DBPedia_3866","Forbes_1681","0.8070691434468524"
"DBPedia_7794","Forbes_800","1.0"
"DBPedia_2374","Forbes_736","0.75"
"DBPedia_1433","Forbes_776","0.7566137566137566"
"DBPedia_1764","Forbes_1833","0.7333333333333334"
"DBPedia_8205","Forbes_1111","0.7777777777777777"
"DBPedia_560","Forbes_1744","1.0"
"DBPedia_2926","Forbes_526","0.746031746031746"
"DBPedia_2866","Forbes_1014","1.0"
"DBPedia_704","Forbes_1178","0.7766410912190963"
"DBPedia_2122","Forbes_1131","0.7320346320346319"
"DBPedia_1650","Forbes_1960","0.7527777777777779"
"DBPedia_3683","Forbes_111","0.7254901960784315"
"DBPedia_3669","Forbes_352","0.9066666666666666"
"DBPedia_6419","Forbes_658","0.7767676767676767"
"DBPedia_1982","Forbes_1878","0.7660818713450293"
"DBPedia_7163","Forbes_1838","0.7728937728937728"
"DBPedia_2565","Forbes_181","0.7380952380952381"
"DBPedia_10056","Forbes_1342","0.7833333333333333"
"DBPedia_2196","Forbes_672","1.0"
"DBPedia_4274","Forbes_1990","0.7552003410059674"
"DBPedia_7875","Forbes_163","1.0"
"DBPedia_2854","Forbes_498","0.7772727272727272"
"DBPedia_2552","Forbes_791","0.8424242424242424"
"DBPedia_4115","Forbes_1284","0.7797619047619048"
"DBPedia_4299","Forbes_1280","0.7222222222222223"
"DBPedia_7177","Forbes_1001","0.875"
"DBPedia_7813","Forbes_698","0.7403508771929825"
"DBPedia_573","Forbes_1179","0.7666666666666666"
"DBPedia_10437","Forbes_1415","1.0"
"DBPedia_2496","Forbes_589","0.7244517543859649"
"DBPedia_1835","Forbes_1064","0.7566137566137566"
"DBPedia_10481","Forbes_1878","0.8582480506822612"
"DBPedia_2631","Forbes_373","0.8076923076923078"
"DBPedia_3620","Forbes_194","0.8051282051282053"
"DBPedia_823","Forbes_1842","0.8222222222222223"
"DBPedia_1394","Forbes_385","0.7857142857142857"
"DBPedia_5771","Forbes_1377","0.8071428571428573"
"DBPedia_3314","Forbes_1467","0.7566137566137566"
"DBPedia_7949","Forbes_926","0.7744588744588744"
"DBPedia_1071","Forbes_1149","0.7813852813852814"
